"","X","dateAdded","dateUpdated","name","reviews.date","reviews.dateSeen","reviews.doRecommend","reviews.numHelpful","reviews.rating","reviews.text","reviews.title","reviews.username","alexa","echo","exp_fun","exp_helpful","exp_educational","exp_information","exp_communicate","exp_travel","exp_entertain","exp_daily","exp_home","exp_morning","emo_love","emo_happy","emo_enjoy","emo_satisfied","emo_excited","mat_userfriendly","mat_feature","mat_battery","mat_warranty","mat_setup","mat_durable","aes_pretty","aes_beautiful","sum_exp","sum_exp_bin","sum_emo","sum_emo_bin","sum_mat","sum_mat_bin","sum_aes","sum_aes_bin","date"
"209",209,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-22T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I enjoy getting recipes and news via Alexa. Great speakers.","Fun way of getting information","DeeDee",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"210",210,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-22T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,4,"I bought the echo after seeing it demonstrated by my brother. He proceeded to ask Alexa questions and Alexa would answer them immediately. He then asked it to pull up some songs which, it did right away. Then he asked it to call mom and it did that as well. Needless to say, i had to get one.","Great product","Rayg",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"211",211,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-22T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I like the video feature for my doorbell. Wish it automatically showed a picture when door bell rung. Does not FaceTime. Maybe later. Also not all cameras are compatible.","Adds to my Dots","Steve",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
"212",212,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-03T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"no problems so far I'm enjoying it. suggestion : it should come with some outputs plugs to connect it to bigger speakers / sound system","works perfectly","Hidier",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"213",213,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-12T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,4,"We love it to control the whole house lighting with Phillips Hue bulbs, as well as just everyday use for alarms, reminders, questions, news and even adjusting A/C, and Pandora Music Playlists. Bought one for my family as well.","Great","Gene",1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2018
"214",214,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-01T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"This is not my first Echo product - we have 3 Echo dots. This is a step up for us. I have it placed in the kitchen and love it! The sound is outstanding and I love the screen feature. I will be buying additional ones for family as well as myself.","Love the Echo Show","Techguy",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2017
"215",215,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-02-22T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Love this new Echo Show.The best in the Alexa family","Wonderful, crisp screen display!","Jodi",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"216",216,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-07-21T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,4,"almost a week late from release date from ups but finally got this and set it up which was easy, Once in a while it doesn't hear you right but that's probably due to being 10 - 15 feet away with the tv on other than that no problems","not bad","ileftit2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"217",217,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-09T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"This item was purchased as a gift for an annual holiday party. The recipient loved it.","Excellent gift choice","mybestbuy",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"218",218,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-07-13T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,2,5,"I am starting my smart home and this was an addition to what we had already which was the dot and echo. This is simple to set up and the kids can even control it!!","AMAZING!!","Techmama",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2017
"219",219,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-25T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,4,"We bought this to view our Arlo Pro cameras on something other than our iPhones. The Show does a great job of this. It is a fantastic Alexa device. My minor complaints are that it is slightly smaller than expected and you can’t view YouTube videos on it. Not huge deals at all, but minutely disappointing.","Awesome but needs work","Wireguy",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"220",220,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-11-20T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"This is awesome and the sound is amazing, the screen is outstanding","Amazing","JENTIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"221",221,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-21T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Very neat item, fun to talk to. Easy set up to use.","Great Item, works great","Rock",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,0,2018
"222",222,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-18T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"You can play trivia with your family and learn a lot about the world","Love it","Micaflac",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"223",223,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-09T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Love it , it’s my second Alexa it’s conceted to everything in my house thinking about buying more","Alexa show","Nick",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2017
"224",224,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-20T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"The ease of use and comparability with Smart Home products make a this an awesome product .","Great Product","JDoggy",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"225",225,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-30T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I’ve had Amazon Alexa since she first hit the streets over two years ago and Echo Show is awesome! It can do so much more than Alexa and Echo Dot! You will love it!","Amazon Echo Show is the way to go!","Ciro",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"226",226,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-20T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"This is the favorite of the house, even our visitors love it, is amazing!","Amazing smart device","dama",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2018
"227",227,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-29T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,4,"Purchased for my mom in a memory care center. She doesn’t have to answer the phone, we simply drop in and start talking until she sees us. Picture clarity awesome! Staff also aware of this camera feature and knows we drop in frequently. Doesn’t replace room camera but good. Would give a 5 but can’t figure out how to have other alexa owners drop in on her. Anyone know?","Good Choice","Heather3",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2017
"228",228,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-20T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Great product. Absolute love it. Alexa is fun to converse with and has a wealth of information","Love love love it","Jules",1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,2017
"229",229,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-29T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I love that you and now see your answer on a screen with the Alexa Echo Show!!!","Great Alexa Device","mytoy",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"230",230,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-23T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,2,"It was a bit more involved getting set up but thereafter the function is simply talking to Alexia. The plug adapter to turn on and off lights TV is useful and certainly worth having.","Excellent product","mrchuck",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,0,2018
"231",231,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-22T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Adds some nice tricks to the regular Echo lineup. Video calls to other Show owners works well. Speakers sound good.","Nice addition to Echo lineup","Owney",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"232",232,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-23T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,1,3,"THE ECHO SHOW WORKS WELL, BUT AT THIS TIME IT CANNOT CONNECT TO YOUTUBE. MAYBE WHEN AMAZON WAKES UP THE CONNECTION WILL BE RETURNED.","WORKS WELL -BUT","papalunchick",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"233",233,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-07-30T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"It's a lot of fun. To fully enjoy it, we had to get Amazon music unlimited. We bought four of them, so we can keep in touch with family. Alexa is very entertaining!","Amazon - Echo Show","ForeverAChicagoCubsFan",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2017
"234",234,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-22T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,4,"I seen one that my son-in-law had and enjoyed using it.","Great electronic.","Smokey",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"235",235,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-26T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I love how I can see my grandkids. I also bought my kids one so they can just ""Drop In"" and I can see them. It also shows words to some songs to sing along. It is fun to have!!","I love the Echo Show!!!","MaryS",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2018
"236",236,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-10-05T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"The best product I have used for AI. Easy set up and easy to use.","Echo Show","Bigfoot",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2017
"237",237,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-18T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"If you’re lik me and trying to update your home into a smart home, this is a must need. I have by my bed side and am able to see the front door","Need for smart home","CarterDeKid",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018
"238",238,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-11-19T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"he echo show is great. I can use it to monitor my outside inside cameras.","Love amazon","Jfhman001",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"239",239,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-17T00:00:00.000Z","2018-04-26T00:00:00Z",FALSE,0,3,"Alexa show is ok same technology as a tablet except voice activated","Ok not impressive","Sllysmly",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"240",240,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-30T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"It has been wonderful. I bought it for my boyfriend but I get more use out of it then he does","Loved it and simple to start","Malissa",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"241",241,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-18T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"The Amazon Show is a great addition to the Smart Home, easy to set up and to link up with a hub.","Great Product","Jimp",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2018
"242",242,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-02-10T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,4,"The Echo Show is great but it is not just plug and play. The app directions are not understandable if you are having problems. However, the Amazon hot line was very helpful. But, who wants to have to call for help every week or two to keep things running. Alexa should be able to talk you through how to resolve her issues. All in all I am getting used to the features and like it.","Not just all plug and play","Goldenspire",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,2018
"243",243,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-10-10T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"This is the best assistant from Amazon, with the completion of the screen you can also see images from cameras and other devices!Simply awesome!","Excellent assistant","MiamiNacho",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"244",244,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-12T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I am satisfied with this purchase, I can see my family now without doing tango, Skype & etc.. We can have different phones from iOS and android to see each other and it’s very clear thanks Amazon......","Great","QueenStTeresa",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2018
"245",245,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-03-21T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"The echo show works very well with Bluetooth and WiFi. Great sound and screen. Recommend to anyone","Great product.","Daniel",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"246",246,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-13T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Works great! Now if my dogs would actually answer when I call it would be even better! They’re just not interested but at least I can see what they’re doing","Great product","Sparky",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"247",247,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-17T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"i love the addition of my echo show to my other Alexa devices. Having the screen to read recipes and viiew notes is great!","Love my amazon devices!","TexasSam",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"248",248,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-02-02T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,4,"If you are looking for something to help you keep more organized or keep you up to date with weather, markets, and the latest news the Amazon Echo Show is what you are looking for. Honestly, the product is top of the line technology, and is easy to use as long you are patient and work with it, and read the directions. The size of it is truly perfect; it honestly reminds me of the size of normal alarm clock that would have on a nightstand, and with that it truly can serve that purpose. It also has a touch screen, and I feel it is very durable and can stand to last. The sound quality is also superb, with dual 2-inch speakers. It has Bluetooth capabilities as well, but it only works with android, Samsung, Fire OS, IOS device, excluding Mac products. The Echo Show comes in two colors black and white. The product has many different features and functions, and they can accommodate pretty much anyone’s needs. The top feature is the Alexa App, which is an application in which you can call commands and ask it questions about most anything. Then I believe the music capabilities are truly amazing and how you can ask it to play almost any song or playlist whenever you want. Also you can tell it to volume up or down as well. Another new modernized technology it has is the capability to do hands free voice command Smart Home options. A couple things that could be improved, is sometimes that it does not fully hear your exact words, and it will search for something you aren’t expecting. The other function it could have is it could have single voice recognition to only several voices, so then you don’t have the entire room trying to mess with it constantly. The price is also fair as well, for its creative capabilities it has. So if you are trying to find some new technology to add to your home the Echo Show would be a great addition for you.","Creative use of Technology","LoganB",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,2,1,1,1,2018
"249",249,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-01T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Love the echo show so much! Easy to use, connects to your mobil phone to easily call people!","Echo show is easy to use","Michelle",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"250",250,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-24T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"9.5/10 Rating ! This has to be one of the best AI products I have used in a while. The screen for an smart home device can be very useful. It really can't compete with the Google home because the Show just brings convenience without having to call it. I primarily use the show to turn on/off my smart lights, simple cooking measurements, simple math, travel time, store location hours, calling, and video calling.... and more. Everything else like, news, calendars, weather are already displayed on screen. Definitely worth it if you plan on using all the minimum features above.","Overall Excellent product from Amazon","SoldBytech",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,2017
"251",251,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-10-28T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Love the many features ! Highly recommend it! using the echo saves me lots of unnecessary work... and that’s amazing!","Amazing!","maria",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
"252",252,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-02-21T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Used in my home office, gives me all of the information I ask for while my computers are doing other chores. Plays any music that I request, decent quality sound.","Decent speaker, excellent information provider","TechSenior",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2018
"253",253,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-01T00:00:00.000Z","2018-04-26T00:00:00Z",FALSE,0,3,"I like my Show, but i can't say i love it, for being the priciest piece of my collection of alexa devices, it has probably the worst microphone. Getting it to respond is frustrating at times, where i have no problem with a standard echo. besides this, it all works as advertised. I'd wait for the second generation, i'm sure they can work the kinks out.","Cool product, needs polish","Zanthrin",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"254",254,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-12T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I bought this as a gift. As far as know it works fine","Bought it as a gift","Mike",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"255",255,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-12T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Great sound and amazing options. Love this!!! Great replacement for original echo","Best echo yet","Zeek1106",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"256",256,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-19T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I bought this as a gift so I haven't gotten to use it much yet. The initial setup was really easy and I am sure that she is going to love it!","Bought as a gift","jgmhunter",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"257",257,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-02-03T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Facilitates easy home set-up of many Smart devices.","Great Device for ""Smart Home"" Enthusiasts","Baddog",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018
"258",258,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-01-12T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"Having 3 amazon echos I had to pick up these to add to more rooms. These work best in the bedroom or kitchen. Video display is bright. Video calling is a great addition and is flawlessly, get them when they go on sale","Perfect","Xtreme56",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"259",259,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-22T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I have multiple echos and dots but this one is way better. Who doesn’t like seeing the lyrics of the music, or using video chat with other echo shows. I have two and thinking of getting another one soon.","Echo on steroids","Rkhart",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"260",260,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2017-12-23T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"User friendly, hand free little assistant. Makes your mornings easier and gets you started for the day. And it looks cool","An alarm clock on steroids","Bear",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2017
"261",261,"2018-02-02T02:30:22Z","2018-10-15T16:03:30Z","Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","2018-04-19T00:00:00.000Z","2018-04-26T00:00:00Z",TRUE,0,5,"I bought this for my sister for Christmas. She loved them!","Great for office use","Maria",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2018
